App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Revenue Estimate,Review Engagement,Install Group,Rating Class
My Browser Max,Photography,3.1,23,249.7,500,Free,0.0,Teen,Photography,27-11-2024,8.7.44,0.0,0.046,Low,Average
My Browser Space,Game,4.9,5,1147.0,100,Free,0.0,Everyone,Game;Card,05-01-2024,3.1.58,0.0,0.05,Low,Excellent
My Browser Space 2024,Music,3.4,16,50.2,500,Free,0.0,Everyone,Tools,03-04-2026,9.3.97,0.0,0.032,Low,Average
My Chat,Health_And_Fitness,4.0,1067,144.9,100000,Free,0.0,Teen,Health And Fitness,14-06-2026,11.1.87,0.0,0.01067,Medium,Good
My Chat AI,Business,3.8,3,114.2,100,Paid,2.99,Everyone,Business;Creativity,26-03-2025,6.20.67,299.0,0.03,Low,Good
My Chat App,Auto_And_Vehicles,4.2,0,103.9,100,Free,0.0,Everyone,Auto And Vehicles,23-07-2025,3.15.72,0.0,0.0,Low,Good
My Chat Max,Social,3.2,11,81.8,500,Free,0.0,Teen,Social,30-06-2026,12.3.16,0.0,0.022,Low,Average
My Chat Pro,Social,4.0,3656,16.5,100000,Free,0.0,Everyone 10+,Social,11-05-2026,2.1.43,0.0,0.03656,Medium,Good
My Chat Space,Social,3.6,48,19.6,1000,Free,0.0,Teen,Family,29-06-2025,4.11.43,0.0,0.048,Low,Good
My Chat_3651,Auto_And_Vehicles,4.2,0,54.5,50,Free,0.0,Teen,Auto And Vehicles,07-11-2024,8.5.50,0.0,0.0,Low,Good
My Chat_9048,Photography,3.9,1,123.6,100,Free,0.0,Teen,Photography,06-03-2023,5.19.21,0.0,0.01,Low,Good
My Connect,Game,4.5,48236,90.05,1000000,Free,0.0,Everyone 10+,Game;Casual,14-10-2025,Varies with device,0.0,0.048236,High,Good
My Connect App,Productivity,4.0,1,90.05,10,Free,0.0,Unrated,Productivity,18-05-2024,Varies with device,0.0,0.1,Low,Good
My Connect Go,Parenting,5.0,14,91.4,1000,Free,0.0,Everyone,Parenting,09-07-2025,4.2.21,0.0,0.014,Low,Excellent
My Connect Now 2026,Comics,3.9,4,123.0,10,Free,0.0,Everyone 10+,Comics,16-01-2025,2.1.87,0.0,0.4,Low,Good
My Connect Space,Productivity,4.1,15,68.4,500,Free,0.0,Everyone,Productivity,23-11-2024,14.7.35,0.0,0.03,Low,Good
My Craft,Social,4.2,179317,72.0,10000000,Free,0.0,Teen,Family;Creativity,07-09-2025,11.14.40,0.0,0.0179317,Very High,Good
My Dash,Social,2.9,337,22.9,10000,Free,0.0,Everyone,Artificial Intelligence,02-10-2024,1.7.37,0.0,0.0337,Low,Average
My Dash 2024,Social,4.3,1,6.3,100,Free,0.0,Everyone,Artificial Intelligence,07-04-2026,7.12.49,0.0,0.01,Low,Good
My Dash Max,Game,4.7,33,90.05,1000,Free,0.0,Everyone,Game;Board,18-01-2026,Varies with device,0.0,0.033,Low,Excellent
My Dash Space,Finance,3.8,5,118.6,100,Free,0.0,Everyone,Finance,26-12-2025,2.6.1,0.0,0.05,Low,Good
My Dash Space 2024,Game,5.0,43,90.05,1000,Free,0.0,Everyone,Game;Action,29-03-2026,Varies with device,0.0,0.043,Low,Excellent
My Drive,Social,4.7,1189,104.9,50000,Free,0.0,Everyone,Family;Creativity,10-05-2024,3.13.51,0.0,0.02378,Medium,Excellent
My Drive Now,Maps_And_Navigation,3.1,352,13.5,10000,Free,0.0,Everyone,Maps And Navigation,04-11-2025,14.1.9,0.0,0.0352,Low,Average
My Drive Premium,Productivity,4.0,5,109.3,100,Free,0.0,Everyone 10+,Productivity,11-12-2024,2.17.68,0.0,0.05,Low,Good
My Editor,Social,4.4,124201,89.5,10000000,Free,0.0,Everyone 10+,Family,26-01-2026,4.9.75,0.0,0.0124201,Very High,Good
My Editor 3D,Social,4.5,26,69.4,1000,Free,0.0,Teen,Family,02-06-2026,11.19.15,0.0,0.026,Low,Good
My Editor App,House_And_Home,4.0,1,141.3,10,Free,0.0,Everyone,House And Home,21-04-2026,15.15.95,0.0,0.1,Low,Good
My Editor Max,Dating,3.5,299,5.1,10000,Free,0.0,Mature 17+,Dating;Creativity,11-09-2025,4.17.24,0.0,0.0299,Low,Average
My Editor Plus,Game,4.4,23,90.05,500,Free,0.0,Everyone,Game;RPG,06-11-2023,Varies with device,0.0,0.046,Low,Good
My Editor Premium,Game,4.3,1,90.05,100,Free,0.0,Everyone,Game;RPG,01-10-2024,Varies with device,0.0,0.01,Low,Good
My Editor Pro,Social,4.0,3,90.05,10,Free,0.0,Teen,Family,23-05-2024,Varies with device,0.0,0.3,Low,Good
My Facebook,Finance,4.3,5,21.1,50,Free,0.0,Everyone,Finance;Creativity,06-06-2025,5.16.59,0.0,0.1,Low,Good
My Fit,Game,4.8,1655,411.6,100000,Free,0.0,Everyone,Game;Board,08-12-2025,10.17.90,0.0,0.01655,Medium,Excellent
My Fit 2024,Social,4.0,0,20.6,50,Free,0.0,Teen,Medical;Creativity,11-05-2026,7.7.72,0.0,0.0,Low,Good
My Fit 3D,Communication,4.0,0,79.1,50,Free,0.0,Everyone,Communication;Creativity,26-08-2024,2.2.25,0.0,0.0,Low,Good
My Fit Go,Social,3.1,22,101.2,500,Free,0.0,Everyone,Family,20-03-2026,8.9.19,0.0,0.044,Low,Average
My Fit Now,Social,4.2,5,96.8,100,Free,0.0,Everyone,Family,04-03-2026,2.7.77,0.0,0.05,Low,Good
My Fit Pro,Virtual_Reality,4.0,0,238.1,100,Free,0.0,Everyone,Virtual Reality;Creativity,12-05-2026,11.11.66,0.0,0.0,Low,Good
My Health,Productivity,3.7,305,60.8,50000,Free,0.0,Mature 17+,Productivity,08-01-2026,15.17.48,0.0,0.0061,Medium,Good
My Health AI,Lifestyle,4.0,4,110.0,50,Free,0.0,Teen,Lifestyle,15-12-2025,6.5.39,0.0,0.08,Low,Good
My Health Online,Social,4.0,4,36.1,100,Free,0.0,Everyone,Family,12-03-2026,14.14.82,0.0,0.04,Low,Good
My Instagram,Game,4.2,684,1900.6,100000,Free,0.0,Teen,Game;Casual,25-05-2026,13.3.16,0.0,0.00684,Medium,Good
My Instagram Go,Social,3.7,179,79.8,5000,Free,0.0,Teen,Social,16-04-2026,7.3.40,0.0,0.0358,Low,Good
My Instagram Online,Music,4.0,2,98.5,50,Free,0.0,Everyone,Tools,24-11-2025,2.9.60,0.0,0.04,Low,Good
My Learn,Game,3.5,585,90.05,50000,Free,0.0,Teen,Game;Simulation,01-08-2023,Varies with device,0.0,0.0117,Medium,Average
My Learn 2025,Social,3.3,7,61.9,500,Free,0.0,Everyone,Artificial Intelligence;Creativity,04-08-2025,11.19.75,0.0,0.014,Low,Average
My Learn App 2025,Social,4.3,5,90.9,50,Free,0.0,Everyone 10+,Family,10-12-2025,15.20.12,0.0,0.1,Low,Good
My Learn Go,Lifestyle,4.0,4,86.2,10,Free,0.0,Everyone,Lifestyle,18-03-2023,1.16.83,0.0,0.4,Low,Good
My Learn Hub,Social,3.0,51,42.4,5000,Free,0.0,Teen,Social,13-08-2025,8.12.72,0.0,0.0102,Low,Average
My Learn Online,Social,4.0,2,149.3,100,Free,0.0,Everyone,Family;Creativity,26-05-2026,2.9.4,0.0,0.02,Low,Good
My Learn Plus,Finance,4.1,5,63.5,100,Free,0.0,Everyone,Finance,08-08-2025,5.4.20,0.0,0.05,Low,Good
My Maker,Personalization,3.6,34,111.7,1000,Free,0.0,Everyone,Personalization,06-10-2025,2.13.72,0.0,0.034,Low,Good
My Maker Hub,Social,4.0,1,34.8,50,Free,0.0,Teen,Family,23-04-2026,10.18.39,0.0,0.02,Low,Good
My Maker Premium,Social,4.0,0,121.9,50,Free,0.0,Everyone,Family,04-12-2024,7.3.63,0.0,0.0,Low,Good
My Maker Premium 2023,Social,3.7,11169,80.4,1000000,Free,0.0,Adults only 18+,Family,10-10-2025,5.14.89,0.0,0.011169,High,Good
My Pay,Social,3.8,258,90.05,10000,Free,0.0,Everyone,Family;Creativity,28-05-2025,Varies with device,0.0,0.0258,Low,Good
My Pay 2024,Video_Players,4.2,0,90.05,50,Free,0.0,Everyone,Video Players,07-06-2026,Varies with device,0.0,0.0,Low,Good
My Pay 2026,Game,5.0,76,892.4,10000,Free,0.0,Everyone,Game;Action,10-07-2025,7.11.3,0.0,0.0076,Low,Excellent
My Pay AI 2025,Libraries_And_Demo,3.95,2,136.6,100,Free,0.0,Everyone,Libraries And Demo,05-12-2024,6.19.55,0.0,0.02,Low,Good
My Pay Go,Events,3.8,5,138.0,50,Free,0.0,Teen,Events,19-07-2025,3.19.78,0.0,0.1,Low,Good
My Pay Online,Music,4.4,297,90.05,10000,Free,0.0,Everyone,Tools,29-08-2025,Varies with device,0.0,0.0297,Low,Good
My Pay Premium,Social,4.1,5,90.05,10,Free,0.0,Everyone,Education,19-05-2026,Varies with device,0.0,0.5,Low,Good
My Pay_1546,Game,4.3,2,149.6,50,Free,0.0,Everyone,Game;Simulation,14-03-2025,7.0.63,0.0,0.04,Low,Good
My Player,Social,4.0,2,146.1,50,Free,0.0,Teen,Family,16-01-2026,12.5.72,0.0,0.04,Low,Good
My Player Go 2026,Social,4.6,21,95.8,500,Free,0.0,Everyone 10+,Family,01-01-2026,10.3.77,0.0,0.042,Low,Excellent
My Player Hub,Productivity,4.3,17239,110.3,500000,Free,0.0,Everyone,Productivity,19-03-2026,14.1.82,0.0,0.034478,High,Good
My Player Plus,Social,4.9,9,90.05,500,Free,0.0,Everyone,Family,04-04-2026,Varies with device,0.0,0.018,Low,Excellent
My Player Pro,Shopping,4.4,467,39.3,10000,Paid,2.99,Everyone,Shopping,25-09-2024,7.6.69,29900.000000000004,0.0467,Low,Good
My Player_7149,Food_And_Drink,3.6,48,25.2,1000,Free,0.0,Everyone 10+,Food And Drink,31-10-2025,15.5.63,0.0,0.048,Low,Good
My SnapChat,Social,4.3,0,144.9,100,Free,0.0,Everyone,Artificial Intelligence;Creativity,26-07-2024,7.20.85,0.0,0.0,Low,Good
My Spotify,Finance,4.0,2,110.0,100,Free,0.0,Everyone,Finance,20-04-2026,9.0.51,0.0,0.02,Low,Good
My Strike,Social,4.5,2140,96.4,50000,Paid,2.99,Everyone,Art And Design,13-01-2026,13.1.72,149500.0,0.0428,Medium,Good
My Strike 2023,House_And_Home,3.8,11,88.2,500,Free,0.0,Teen,House And Home,06-07-2025,2.6.38,0.0,0.022,Low,Good
My Strike 2024,Game,4.3,1,90.05,50,Free,0.0,Teen,Game;Shooter,27-10-2025,Varies with device,0.0,0.02,Low,Good
My Strike AI,Personalization,4.0,1,128.2,10,Free,0.0,Everyone,Personalization,05-08-2025,15.18.37,0.0,0.1,Low,Good
My Strike Hub,Business,3.8,1,111.9,50,Free,0.0,Everyone,Business;Creativity,23-01-2026,12.14.42,0.0,0.02,Low,Good
My Strike Premium,Personalization,4.0,3,93.8,50,Free,0.0,Teen,Personalization,08-10-2025,11.6.75,0.0,0.06,Low,Good
My Telegram,Communication,5.0,380,39.6,10000,Free,0.0,Everyone 10+,Communication,02-06-2025,14.2.76,0.0,0.038,Low,Excellent
My Telegram App,Game,4.1,14,90.05,500,Free,0.0,Everyone,Game;Puzzle,18-04-2024,Varies with device,0.0,0.028,Low,Good
My Telegram Hub,Social,4.5,12,10.4,500,Free,0.0,Everyone,Social,19-06-2026,7.19.52,0.0,0.024,Low,Good
My Telegram Max,Game,4.3,3,1312.1,50,Free,0.0,Everyone,Game;Puzzle,25-05-2025,15.15.38,0.0,0.06,Low,Good
My Tracker,Social,4.2,3,86.4,500,Free,0.0,Everyone,Education,25-08-2024,13.13.92,0.0,0.006,Low,Good
My Tracker 2025,Game,3.9,33,90.05,1000,Free,0.0,Everyone,Game;Strategy,28-07-2025,Varies with device,0.0,0.033,Low,Good
My Tracker Now,Social,4.4,116,68.6,5000,Free,0.0,Everyone,Artificial Intelligence,29-07-2025,9.18.92,0.0,0.0232,Low,Good
My Tracker Premium,Productivity,4.0,2,16.9,50,Free,0.0,Mature 17+,Productivity,15-03-2025,4.6.82,0.0,0.04,Low,Good
My Tracker Pro,Game,5.0,7997,90.05,500000,Free,0.0,Everyone 10+,Game;Casual,13-01-2026,Varies with device,0.0,0.015994,High,Excellent
My VPN,Game,5.0,14351,90.05,1000000,Free,0.0,Everyone,Game;Casual,06-01-2025,Varies with device,0.0,0.014351,High,Excellent
My VPN 2023,Parenting,4.1,2,137.3,100,Free,0.0,Everyone,Parenting;Creativity,01-01-2025,4.20.0,0.0,0.02,Low,Good
My VPN Hub,Finance,3.8,37,144.7,1000,Free,0.0,Everyone,Finance;Creativity,27-06-2026,7.17.63,0.0,0.037,Low,Good
My VPN Max,Music,3.3,6,67.2,500,Free,0.0,Everyone,Tools,28-04-2026,14.17.59,0.0,0.012,Low,Average
My Wallet,Social,4.3,1147,44.5,50000,Free,0.0,Teen,Artificial Intelligence,04-03-2024,6.2.57,0.0,0.02294,Medium,Good
My Wallet 2023,Sports,3.9,2,145.2,10,Free,0.0,Everyone,Sports,08-09-2025,5.4.82,0.0,0.2,Low,Good
My Wallet 3D,Social,3.9,2,42.9,50,Free,0.0,Everyone 10+,Social,23-04-2026,4.8.87,0.0,0.04,Low,Good
My Wallet AI,Social,5.0,5,18.4,50,Free,0.0,Everyone,Family;Creativity,28-01-2026,14.7.1,0.0,0.1,Low,Excellent
My Wallet Now,Finance,3.1,162,9.4,5000,Free,0.0,Everyone 10+,Finance,25-10-2025,4.8.85,0.0,0.0324,Low,Average
My Wallet Premium,Social,3.9,18,143.6,1000,Free,0.0,Everyone,Family,28-11-2024,7.12.10,0.0,0.018,Low,Good
Neo Browser,Social,3.7,129678,59.2,5000000,Free,0.0,Everyone,Education,30-04-2024,15.13.78,0.0,0.0259356,Very High,Good
Neo Browser 2023,Social,3.0,5,117.7,50,Free,0.0,Everyone,Family,07-10-2025,6.7.43,0.0,0.1,Low,Average
Neo Browser 3D,Events,3.3,16,90.05,500,Free,0.0,Everyone,Events,04-05-2026,Varies with device,0.0,0.032,Low,Average
Neo Browser Premium,Game,4.3,4,1637.2,10,Free,0.0,Everyone,Game;Card,02-01-2026,10.16.63,0.0,0.4,Low,Good
Neo Browser Space,Productivity,4.2,185,19.6,5000,Free,0.0,Everyone,Productivity,19-06-2025,13.0.21,0.0,0.037,Low,Good
Neo Chat,Social,3.6,997533,85.4,50000000,Free,0.0,Everyone,Artificial Intelligence,01-05-2025,5.20.96,0.0,0.01995066,Very High,Good
Neo Chat Online,Productivity,4.6,224,90.05,5000,Free,0.0,Teen,Productivity,23-07-2025,Varies with device,0.0,0.0448,Low,Excellent
Neo Connect,Productivity,3.8,30,62.5,5000,Free,0.0,Everyone,Productivity,30-12-2025,7.5.75,0.0,0.006,Low,Good
Neo Connect 2024,Game,4.3,0,1063.5,10,Free,0.0,Everyone,Game;Puzzle,10-12-2023,10.3.64,0.0,0.0,Low,Good
Neo Connect 2025,Social,3.4,42,90.05,1000,Paid,0.99,Everyone,Family,04-06-2025,Varies with device,990.0,0.042,Low,Average
Neo Connect Hub,Travel_And_Local,3.6,5,50.0,50,Free,0.0,Everyone,Travel And Local,18-04-2026,2.6.78,0.0,0.1,Low,Good
Neo Connect Pro,Social,4.0,2,45.0,10,Free,0.0,Mature 17+,Family,28-09-2025,8.3.6,0.0,0.2,Low,Good
Neo Connect Space,Music,4.7,470,90.05,10000,Free,0.0,Everyone,Tools,04-03-2026,Varies with device,0.0,0.047,Low,Excellent
Neo Craft,Social,3.6,19695,106.5,500000,Free,0.0,Everyone,Family,04-09-2025,1.15.87,0.0,0.03939,High,Good
Neo Craft AI,Social,3.9,2,136.1,10,Free,0.0,Everyone,Social,03-11-2025,11.5.12,0.0,0.2,Low,Good
Neo Craft Go,Social,3.9,2,95.9,50,Free,0.0,Everyone,Social;Creativity,05-11-2023,10.4.61,0.0,0.04,Low,Good
Neo Craft Max,Game,4.3,4,1037.3,100,Free,0.0,Everyone,Game;Puzzle,30-11-2025,10.2.56,0.0,0.04,Low,Good
Neo Craft Plus,Game,4.5,239,290.8,5000,Free,0.0,Everyone 10+,Game;Card,15-09-2025,2.16.44,0.0,0.0478,Low,Good
Neo Dash,Food_And_Drink,3.3,5204,47.0,500000,Free,0.0,Everyone,Food And Drink,18-02-2025,7.4.96,0.0,0.010408,High,Average
Neo Dash 2023,Productivity,3.3,16,43.1,500,Free,0.0,Everyone,Productivity,05-07-2025,7.14.34,0.0,0.032,Low,Average
Neo Dash 3D,Social,4.4,146,102.2,5000,Free,0.0,Everyone 10+,Social,20-07-2025,15.7.91,0.0,0.0292,Low,Good
Neo Dash Go,Music,4.0,3,135.7,100,Free,0.0,Everyone 10+,Tools,24-10-2025,13.9.26,0.0,0.03,Low,Good
Neo Dash Hub,Game,4.5,3508,90.05,100000,Free,0.0,Everyone 10+,Game;Action,24-08-2025,Varies with device,0.0,0.03508,Medium,Good
Neo Drive,Photography,3.9,214179,63.1,5000000,Free,0.0,Everyone,Photography,03-03-2024,14.3.27,0.0,0.0428358,Very High,Good
Neo Drive 3D,Productivity,4.0,1,28.4,50,Free,0.0,Mature 17+,Productivity,04-10-2024,4.12.90,0.0,0.02,Low,Good
Neo Drive AI,Social,5.0,21,90.05,500,Free,0.0,Everyone,Artificial Intelligence,15-10-2025,Varies with device,0.0,0.042,Low,Excellent
Neo Drive Max,Social,4.1,1,162.8,100,Free,0.0,Everyone,Art And Design,03-01-2026,12.13.36,0.0,0.01,Low,Good
Neo Drive Online,Productivity,3.2,1302,43.9,50000,Free,0.0,Everyone,Productivity,17-10-2025,4.3.78,0.0,0.02604,Medium,Average
Neo Drive Plus,Game,4.8,18,1872.4,500,Free,0.0,Everyone,Game;Puzzle,25-01-2026,6.19.36,0.0,0.036,Low,Excellent
Neo Drive Pro,Game,4.3,0,1925.4,100,Free,0.0,Mature 17+,Game;Puzzle,17-06-2026,4.8.28,0.0,0.0,Low,Good
Neo Editor,Photography,2.8,2550,213.3,100000,Free,0.0,Mature 17+,Photography;Creativity,21-10-2025,4.12.10,0.0,0.0255,Medium,Average
Neo Editor 2026,Books_And_Reference,4.1,22,97.0,500,Free,0.0,Everyone,Books And Reference,05-01-2026,12.1.44,0.0,0.044,Low,Good
Neo Editor AI 2026,Food_And_Drink,3.95,3,126.7,10,Free,0.0,Everyone,Food And Drink,24-12-2025,5.5.47,0.0,0.3,Low,Good
Neo Editor Go,Game,4.3,4,679.4,100,Free,0.0,Teen,Game;Card,03-04-2026,7.5.0,0.0,0.04,Low,Good
Neo Editor Hub,Social,4.0,0,104.2,100,Free,0.0,Everyone,Family,02-03-2026,13.17.82,0.0,0.0,Low,Good
Neo Editor Online,Social,4.3,0,113.3,10,Free,0.0,Everyone,Artificial Intelligence;Creativity,11-02-2026,11.5.84,0.0,0.0,Low,Good
Neo Editor Plus,Sports,3.9,5,45.4,100,Free,0.0,Everyone,Sports,23-06-2026,14.7.26,0.0,0.05,Low,Good
Neo Editor Premium,Social,3.8,1806,90.05,100000,Free,0.0,Everyone,Social,02-09-2025,Varies with device,0.0,0.01806,Medium,Good
Neo Editor Space,Social,4.0,3,118.7,100,Free,0.0,Everyone,Family,28-01-2026,12.5.77,0.0,0.03,Low,Good
Neo Facebook,Productivity,3.8,22293,90.05,500000,Free,0.0,Teen,Productivity,11-06-2026,Varies with device,0.0,0.044586,High,Good
Neo Fit,Game,4.6,30,106.2,1000,Free,0.0,Everyone,Game;Board,20-07-2024,11.17.13,0.0,0.03,Low,Excellent
Neo Fit Go,Social,4.0,0,90.05,50,Paid,9.99,Teen,Family,09-03-2026,Varies with device,499.5,0.0,Low,Good
Neo Fit Plus,Game,4.3,44,860.8,1000,Free,0.0,Mature 17+,Game;Puzzle,31-07-2025,5.11.6,0.0,0.044,Low,Good
Neo Fit Pro,Social,4.4,18,32.7,500,Free,0.0,Everyone,Social,08-05-2026,1.9.29,0.0,0.036,Low,Good
Neo Health,Social,4.2,2025,90.05,50000,Free,0.0,Everyone,Family,09-02-2025,Varies with device,0.0,0.0405,Medium,Good
Neo Health App,Social,4.2,247,44.9,5000,Free,0.0,Everyone 10+,Artificial Intelligence,03-06-2025,7.0.63,0.0,0.0494,Low,Good
Neo Health Go,Game,4.3,0,1479.6,10,Free,0.0,Everyone,Game;Puzzle,17-05-2026,1.9.73,0.0,0.0,Low,Good
Neo Health Now,Productivity,4.0,1,148.9,10,Free,0.0,Everyone,Productivity,27-05-2026,13.7.18,0.0,0.1,Low,Good
Neo Instagram,Productivity,4.4,60,93.4,5000,Free,0.0,Everyone,Productivity,06-05-2026,14.5.98,0.0,0.012,Low,Good
Neo Instagram 2024,Social,3.4,246,58.8,5000,Free,0.0,Everyone,Family,13-01-2025,2.16.98,0.0,0.0492,Low,Average
Neo Instagram AI,Social,3.9,799,36.8,50000,Free,0.0,Mature 17+,Artificial Intelligence,04-04-2024,13.17.64,0.0,0.01598,Medium,Good
Neo Instagram App,Dating,3.6,23,129.6,500,Free,0.0,Adults only 18+,Dating,20-01-2025,12.1.34,0.0,0.046,Low,Good
Neo Instagram App 2025,Social,4.0,6,136.6,1000,Free,0.0,Adults only 18+,Artificial Intelligence,22-01-2026,12.13.60,0.0,0.006,Low,Good
Neo Instagram Max,Entertainment,4.0,3,55.8,10,Free,0.0,Everyone,Entertainment,28-06-2026,11.12.1,0.0,0.3,Low,Good
Neo Learn,Beauty,3.4,7,100.9,500,Free,0.0,Everyone 10+,Beauty;Creativity,15-02-2026,10.1.26,0.0,0.014,Low,Average
Neo Learn 2025,Music,3.7,30,17.7,1000,Free,0.0,Everyone,Tools,04-02-2025,11.6.10,0.0,0.03,Low,Good
Neo Learn Hub,Video_Players,4.2,2,90.05,500,Free,0.0,Everyone,Video Players,19-12-2024,Varies with device,0.0,0.004,Low,Good
Neo Learn Online,Personalization,4.0,2337,35.8,50000,Free,0.0,Mature 17+,Personalization,19-11-2024,11.4.86,0.0,0.04674,Medium,Good
Neo Learn Plus,Game,4.3,11,90.05,500,Free,0.0,Everyone 10+,Game;Board,05-08-2025,Varies with device,0.0,0.022,Low,Good
Neo Learn Pro,Shopping,5.0,881,87.2,50000,Free,0.0,Everyone,Shopping,05-04-2024,12.14.12,0.0,0.01762,Medium,Excellent
Neo Maker,Events,3.4,29326,77.1,1000000,Free,0.0,Everyone,Events,18-03-2025,10.10.28,0.0,0.029326,High,Average
Neo Maker Hub,Game,4.3,3,90.05,500,Free,0.0,Everyone,Game;Board,15-09-2025,Varies with device,0.0,0.006,Low,Good
Neo Pay,Social,5.0,21132,29.6,1000000,Free,0.0,Everyone,Social,20-03-2024,8.4.94,0.0,0.021132,High,Excellent
Neo Pay 2023_7642,Social,4.3,0,66.7,100,Free,0.0,Teen,Artificial Intelligence,02-06-2026,12.17.86,0.0,0.0,Low,Good
Neo Pay Online,Maps_And_Navigation,4.15,0,17.4,100,Free,0.0,Mature 17+,Maps And Navigation,17-06-2026,6.20.86,0.0,0.0,Low,Good
Neo Pay Premium_10639,Libraries_And_Demo,3.95,1,27.9,100,Free,0.0,Everyone,Libraries And Demo;Creativity,01-10-2025,8.0.5,0.0,0.01,Low,Good
Neo Player,Productivity,4.2,138637,27.5,5000000,Free,0.0,Mature 17+,Productivity,28-03-2026,12.2.58,0.0,0.0277274,Very High,Good
Neo Player Online,Social,4.5,8,16.6,1000,Free,0.0,Everyone,Social,18-02-2024,10.20.88,0.0,0.008,Low,Good
Neo Player Premium,Social,4.0,3,46.1,10,Free,0.0,Mature 17+,Family;Creativity,09-08-2024,2.1.76,0.0,0.3,Low,Good
Neo Strike,Finance,4.3,7860,133.6,500000,Free,0.0,Everyone,Finance,03-11-2023,3.15.64,0.0,0.01572,High,Good
Neo Strike 2023,Social,3.6,40,35.1,1000,Free,0.0,Everyone,Family;Creativity,05-09-2025,6.17.81,0.0,0.04,Low,Good
Neo Strike 3D,Productivity,4.0,0,140.6,50,Free,0.0,Everyone,Productivity,13-06-2026,2.3.58,0.0,0.0,Low,Good
Neo Strike Go 2025,Parenting,5.0,6,52.7,500,Free,0.0,Everyone 10+,Parenting,20-10-2025,3.2.66,0.0,0.012,Low,Excellent
Neo Strike Hub,Game,4.2,8,853.8,1000,Paid,0.99,Everyone,Game;Simulation,09-02-2025,11.6.42,990.0,0.008,Low,Good
Neo Strike Hub 2023,Music,3.2,16,126.6,500,Free,0.0,Everyone,Tools,30-03-2025,9.17.52,0.0,0.032,Low,Average
Neo Strike Hub 2024,Parenting,3.8,52,84.2,5000,Free,0.0,Everyone 10+,Parenting;Creativity,26-11-2025,6.0.23,0.0,0.0104,Low,Good
Neo Strike Online,Entertainment,4.6,5,43.6,50,Free,0.0,Everyone,Entertainment,24-07-2025,5.15.76,0.0,0.1,Low,Excellent
Neo Strike Space,Social,4.0,2,90.05,100,Free,0.0,Everyone,Family,19-05-2026,Varies with device,0.0,0.02,Low,Good
Neo Telegram,Social,4.6,361,118.3,10000,Free,0.0,Teen,Artificial Intelligence,17-08-2023,5.18.17,0.0,0.0361,Low,Excellent
Neo Telegram 2024,Game,4.3,0,90.05,10,Free,0.0,Everyone 10+,Game;Card,24-06-2024,Varies with device,0.0,0.0,Low,Good
Neo Telegram AI,Social,4.0,3,141.3,50,Free,0.0,Teen,Family,09-05-2026,15.2.85,0.0,0.06,Low,Good
Neo Telegram App,Music,4.4,188,48.6,5000,Paid,49.99,Everyone,Tools;Creativity,04-05-2026,1.5.90,249950.0,0.0376,Low,Good
Neo Telegram Plus,Game,4.9,5,90.05,10,Free,0.0,Everyone,Game;Action,02-02-2026,Varies with device,0.0,0.5,Low,Excellent
Neo Telegram Premium,Social,4.7,359,109.5,10000,Free,0.0,Everyone,Family,23-07-2025,2.17.1,0.0,0.0359,Low,Excellent
Neo Tracker,Game,3.4,2732,90.05,100000,Paid,0.99,Everyone 10+,Game;Simulation,11-02-2026,Varies with device,99000.0,0.02732,Medium,Average
Neo Tracker App,Social,4.2,105,115.1,5000,Free,0.0,Everyone,Social,24-12-2024,7.2.99,0.0,0.021,Low,Good
Neo Tracker Plus,Social,4.0,1,75.7,10,Free,0.0,Unrated,Family,19-04-2025,8.3.46,0.0,0.1,Low,Good
Neo Tracker Plus_3329,Social,4.5,5,90.05,50,Free,0.0,Everyone,Family,14-10-2024,Varies with device,0.0,0.1,Low,Good
Neo Tracker Premium,Social,4.2,15,96.6,500,Free,0.0,Everyone,Artificial Intelligence,05-12-2025,12.9.71,0.0,0.03,Low,Good
Neo Tracker Pro,Productivity,3.9,33124,95.9,1000000,Free,0.0,Everyone,Productivity,12-08-2025,9.15.21,0.0,0.033124,High,Good
Neo VPN,Social,4.9,180,107.9,5000,Free,0.0,Everyone,Social,08-05-2025,14.19.50,0.0,0.036,Low,Excellent
Neo VPN 2023,Comics,3.9,0,80.2,10,Free,0.0,Unrated,Comics,01-12-2025,14.10.37,0.0,0.0,Low,Good
Neo VPN 3D 2026,Social,4.0,2,107.6,50,Free,0.0,Everyone,Family,09-09-2025,3.16.64,0.0,0.04,Low,Good
Neo VPN App,Game,3.2,5,473.4,100,Free,0.0,Everyone,Game;Shooter,26-03-2026,9.12.50,0.0,0.05,Low,Average
Neo VPN Pro,Food_And_Drink,4.1,12,145.8,1000,Free,0.0,Everyone,Food And Drink,12-10-2025,9.3.3,0.0,0.012,Low,Good
Neo Wallet,Auto_And_Vehicles,4.1,34160,106.3,1000000,Free,0.0,Everyone,Auto And Vehicles,01-10-2025,2.16.73,0.0,0.03416,High,Good
Neo Wallet 2026,Travel_And_Local,4.0,1,15.5,10,Free,0.0,Teen,Travel And Local,23-07-2024,1.4.65,0.0,0.1,Low,Good
Neo Wallet 3D,Music,4.0,2,90.05,50,Free,0.0,Everyone 10+,Tools,14-08-2025,Varies with device,0.0,0.04,Low,Good
